year,tree.id,species,bb.doy,l75.doy,fbb.doy,fopn.doy
2004,FAGR-03,FAGR,NA,NA,NA,NA
1990,FAGR-04,FAGR,127,141,NA,NA
1991,FAGR-04,FAGR,124,132,NA,NA
1992,FAGR-04,FAGR,133,156,NA,NA
1993,FAGR-04,FAGR,121,142,NA,NA
1994,FAGR-04,FAGR,126,141,NA,NA
1995,FAGR-04,FAGR,128,140,NA,NA
1996,FAGR-04,FAGR,125,141,NA,NA
1997,FAGR-04,FAGR,130,144,NA,NA
1998,FAGR-04,FAGR,120,133,NA,NA
1999,FAGR-04,FAGR,120,134,NA,NA
2000,FAGR-04,FAGR,127,136,NA,NA
2001,FAGR-04,FAGR,120,130,NA,NA
2002,FAGR-04,FAGR,122,NA,NA,NA
2003,FAGR-04,FAGR,128,NA,NA,NA
2004,FAGR-04,FAGR,123,NA,NA,NA
2005,FAGR-04,FAGR,126,NA,NA,NA
2006,FAGR-04,FAGR,125,148,NA,NA
2007,FAGR-04,FAGR,126,142,NA,NA
2008,FAGR-04,FAGR,120,145,NA,NA
2009,FAGR-04,FAGR,119,138,NA,NA
2010,FAGR-04,FAGR,113,130,NA,NA
2011,FAGR-04,FAGR,124,142,118,120
2012,FAGR-04,FAGR,114,139,NA,NA
2013,FAGR-04,FAGR,122,142,120,121
2014,FAGR-04,FAGR,130,146,NA,NA
2015,FAGR-04,FAGR,126,140,NA,NA
2016,FAGR-04,FAGR,127,149,114,118
2017,FAGR-04,FAGR,118,141,118,118
2018,FAGR-04,FAGR,126,144,NA,NA
2019,FAGR-04,FAGR,127,146,116,119
2020,FAGR-04,FAGR,130,152,NA,NA
2021,FAGR-04,FAGR,124,140,120,120
2003,FAGR-05,FAGR,136,NA,NA,NA
2004,FAGR-05,FAGR,129,NA,NA,NA
2005,FAGR-05,FAGR,133,NA,NA,NA
2006,FAGR-05,FAGR,131,150,NA,NA
2007,FAGR-05,FAGR,130,143,NA,NA
2008,FAGR-05,FAGR,130,147,NA,NA
2009,FAGR-05,FAGR,126,143,NA,NA
2010,FAGR-05,FAGR,122,136,NA,NA
2011,FAGR-05,FAGR,130,144,124,127
2012,FAGR-05,FAGR,125,141,NA,NA
2013,FAGR-05,FAGR,128,145,NA,NA
2014,FAGR-05,FAGR,137,150,NA,NA
2015,FAGR-05,FAGR,129,146,NA,NA
2016,FAGR-05,FAGR,133,150,NA,NA
2005,FAGR-06,FAGR,129,NA,NA,NA
2006,FAGR-06,FAGR,126,149,NA,NA
2007,FAGR-06,FAGR,129,142,NA,NA
2008,FAGR-06,FAGR,126,147,NA,NA
2009,FAGR-06,FAGR,120,141,NA,NA
2010,FAGR-06,FAGR,116,134,NA,NA
2011,FAGR-06,FAGR,124,143,124,124
2012,FAGR-06,FAGR,118,139,NA,NA
2013,FAGR-06,FAGR,124,142,NA,NA
2014,FAGR-06,FAGR,133,146,NA,NA
2015,FAGR-06,FAGR,128,145,NA,NA
2016,FAGR-06,FAGR,133,146,NA,NA
2017,FAGR-06,FAGR,123,144,NA,NA
2018,FAGR-06,FAGR,126,144,NA,NA
2019,FAGR-06,FAGR,129,146,NA,NA
2020,FAGR-06,FAGR,137,152,NA,NA
2021,FAGR-06,FAGR,128,146,NA,NA
2017,FAGR-07,FAGR,121,144,118,118
2018,FAGR-07,FAGR,129,144,NA,NA
2019,FAGR-07,FAGR,129,146,122,124
2020,FAGR-07,FAGR,137,152,NA,NA
2021,FAGR-07,FAGR,128,144,120,121
1990,FRAM-01,FRAM,123,159,NA,NA
1991,FRAM-01,FRAM,119,139,NA,NA
1992,FRAM-01,FRAM,138,160,NA,NA
1993,FRAM-01,FRAM,119,151,NA,NA
1994,FRAM-01,FRAM,124,151,NA,NA
1995,FRAM-01,FRAM,130,150,NA,NA
1996,FRAM-01,FRAM,125,148,NA,NA
1997,FRAM-01,FRAM,135,158,NA,NA
1998,FRAM-01,FRAM,124,147,NA,NA
1999,FRAM-01,FRAM,126,145,125,125
2000,FRAM-01,FRAM,128,156,NA,NA
2001,FRAM-01,FRAM,124,148,NA,NA
2002,FRAM-01,FRAM,128,152,NA,NA
2003,FRAM-01,FRAM,134,161,NA,NA
2004,FRAM-01,FRAM,128,148,NA,NA
2005,FRAM-01,FRAM,132,157,NA,NA
2006,FRAM-01,FRAM,128,155,NA,NA
2007,FRAM-01,FRAM,130,150,NA,NA
2008,FRAM-01,FRAM,130,155,NA,NA
2009,FRAM-01,FRAM,122,149,NA,NA
2010,FRAM-01,FRAM,120,144,NA,NA
2011,FRAM-01,FRAM,129,150,NA,NA
2012,FRAM-01,FRAM,125,145,NA,NA
2013,FRAM-01,FRAM,128,153,NA,NA
2014,FRAM-01,FRAM,137,158,NA,NA
2015,FRAM-01,FRAM,131,154,NA,NA
2016,FRAM-01,FRAM,142,158,NA,NA
2017,FRAM-01,FRAM,NA,NA,NA,NA
1990,FRAM-02,FRAM,131,162,NA,NA
1991,FRAM-02,FRAM,132,142,NA,NA
1992,FRAM-02,FRAM,138,172,130,141
1993,FRAM-02,FRAM,126,156,NA,NA
1994,FRAM-02,FRAM,135,152,NA,NA
1995,FRAM-02,FRAM,134,150,NA,NA
1996,FRAM-02,FRAM,137,152,NA,NA
1997,FRAM-02,FRAM,141,159,NA,NA
1998,FRAM-02,FRAM,126,153,131,131
1999,FRAM-02,FRAM,128,150,120,120
2000,FRAM-02,FRAM,131,156,NA,NA
2001,FRAM-02,FRAM,124,147,NA,NA
2002,FRAM-02,FRAM,136,153,NA,NA
2003,FRAM-02,FRAM,138,160,NA,NA
2004,FRAM-02,FRAM,129,144,128,129
2005,FRAM-02,FRAM,137,156,NA,NA
2006,FRAM-02,FRAM,134,153,126,128
2007,FRAM-02,FRAM,138,156,NA,NA
2008,FRAM-02,FRAM,NA,NA,NA,NA
1990,FRAM-03,FRAM,124,155,NA,NA
1991,FRAM-03,FRAM,119,139,NA,NA
1992,FRAM-03,FRAM,134,172,NA,NA
1993,FRAM-03,FRAM,120,142,NA,NA
1994,FRAM-03,FRAM,127,151,NA,NA
1995,FRAM-03,FRAM,126,150,NA,NA
1996,FRAM-03,FRAM,125,148,NA,NA
1997,FRAM-03,FRAM,134,158,NA,NA
1998,FRAM-03,FRAM,122,148,NA,NA
1999,FRAM-03,FRAM,128,145,NA,NA
2000,FRAM-03,FRAM,128,156,NA,NA
2001,FRAM-03,FRAM,124,150,NA,NA
2002,FRAM-03,FRAM,128,152,NA,NA
2003,FRAM-03,FRAM,137,159,NA,NA
2004,FRAM-03,FRAM,128,144,NA,NA
2005,FRAM-03,FRAM,132,156,NA,NA
2006,FRAM-03,FRAM,129,156,NA,NA
2007,FRAM-03,FRAM,NA,NA,NA,NA
2008,FRAM-03,FRAM,129,149,NA,NA
2009,FRAM-03,FRAM,119,144,NA,NA
2010,FRAM-03,FRAM,121,144,NA,NA
2011,FRAM-03,FRAM,130,150,NA,NA
2012,FRAM-03,FRAM,125,145,NA,NA
2013,FRAM-03,FRAM,127,146,NA,NA
2014,FRAM-03,FRAM,134,152,NA,NA
2015,FRAM-03,FRAM,129,144,NA,NA
2016,FRAM-03,FRAM,133,150,NA,NA
2017,FRAM-03,FRAM,133,155,NA,NA
2018,FRAM-03,FRAM,129,143,NA,NA
2019,FRAM-03,FRAM,137,152,NA,NA
2020,FRAM-03,FRAM,139,153,NA,NA
2021,FRAM-03,FRAM,136,151,NA,NA
1990,FRAM-04,FRAM,124,162,NA,NA
1991,FRAM-04,FRAM,130,150,NA,NA
1992,FRAM-04,FRAM,134,172,141,141
1993,FRAM-04,FRAM,123,146,NA,NA
1994,FRAM-04,FRAM,135,156,134,139
1995,FRAM-04,FRAM,134,154,134,136
1996,FRAM-04,FRAM,132,157,NA,NA
1997,FRAM-04,FRAM,142,161,138,144
1998,FRAM-04,FRAM,128,153,NA,NA
1999,FRAM-04,FRAM,132,151,120,120
2000,FRAM-04,FRAM,132,157,130,145
2001,FRAM-04,FRAM,125,153,124,124
2002,FRAM-04,FRAM,142,156,NA,NA
2003,FRAM-04,FRAM,138,160,132,134
2004,FRAM-04,FRAM,130,144,123,127
2005,FRAM-04,FRAM,148,161,139,149
2006,FRAM-04,FRAM,140,156,126,128
2007,FRAM-04,FRAM,131,150,130,132
2008,FRAM-04,FRAM,134,155,130,130
2009,FRAM-04,FRAM,125,146,129,129
2010,FRAM-04,FRAM,129,149,NA,NA
2011,FRAM-04,FRAM,133,154,132,132
2012,FRAM-04,FRAM,131,145,NA,NA
2013,FRAM-04,FRAM,130,153,124,124
2014,FRAM-04,FRAM,140,156,NA,NA
1991,FRAM-05,FRAM,132,150,NA,NA
1992,FRAM-05,FRAM,138,181,138,138
1993,FRAM-05,FRAM,130,161,NA,NA
1994,FRAM-05,FRAM,135,157,134,135
1995,FRAM-05,FRAM,139,152,139,139
2007,FRAM-06,FRAM,128,148,NA,NA
2008,FRAM-07,FRAM,130,154,NA,NA
2009,FRAM-07,FRAM,127,150,133,133
2010,FRAM-07,FRAM,122,144,NA,NA
2011,FRAM-07,FRAM,131,150,132,132
2012,FRAM-07,FRAM,131,145,NA,NA
2013,FRAM-07,FRAM,128,153,124,125
2014,FRAM-07,FRAM,140,155,NA,NA
2015,FRAM-07,FRAM,129,152,129,130
2016,FRAM-07,FRAM,142,157,NA,NA
2017,FRAM-07,FRAM,138,161,NA,NA
2018,FRAM-07,FRAM,134,153,130,131
2019,FRAM-07,FRAM,139,158,NA,NA
2020,FRAM-07,FRAM,144,159,NA,NA
2021,FRAM-07,FRAM,137,156,NA,NA
2015,FRAM-08,FRAM,129,146,129,131
2016,FRAM-08,FRAM,139,151,NA,NA
2017,FRAM-08,FRAM,137,153,NA,NA
2018,FRAM-08,FRAM,129,148,126,126
2019,FRAM-08,FRAM,138,152,NA,NA
2020,FRAM-08,FRAM,142,159,NA,NA
2021,FRAM-08,FRAM,137,153,NA,NA
2017,FRAM-09,FRAM,136,163,NA,NA
2018,FRAM-09,FRAM,141,156,130,131
2019,FRAM-09,FRAM,140,163,NA,NA
2020,FRAM-09,FRAM,144,160,NA,NA
2021,FRAM-09,FRAM,137,155,NA,NA
1990,HAVI-01,HAVI,124,159,NA,NA
1991,HAVI-01,HAVI,119,139,NA,NA
1992,HAVI-01,HAVI,134,154,NA,NA
1993,HAVI-01,HAVI,123,151,NA,NA
1994,HAVI-01,HAVI,135,149,NA,NA
1995,HAVI-01,HAVI,130,147,NA,NA
1996,HAVI-01,HAVI,126,148,NA,NA
1997,HAVI-01,HAVI,131,154,NA,NA
1998,HAVI-01,HAVI,116,138,NA,NA
1999,HAVI-01,HAVI,125,139,NA,NA
2000,HAVI-01,HAVI,127,150,NA,NA
2001,HAVI-01,HAVI,124,142,NA,NA
2002,HAVI-01,HAVI,110,150,NA,NA
2003,HAVI-01,HAVI,128,154,NA,NA
2004,HAVI-01,HAVI,122,144,NA,NA
2005,HAVI-01,HAVI,125,157,NA,NA
2006,HAVI-01,HAVI,121,149,NA,NA
2007,HAVI-01,HAVI,127,145,NA,NA
2008,HAVI-01,HAVI,123,148,NA,NA
2009,HAVI-01,HAVI,119,142,NA,NA
2010,HAVI-01,HAVI,107,135,NA,NA
2011,HAVI-01,HAVI,124,147,NA,NA
2012,HAVI-01,HAVI,112,140,NA,NA
2013,HAVI-01,HAVI,124,146,NA,NA
2014,HAVI-01,HAVI,133,148,NA,NA
2015,HAVI-01,HAVI,126,145,NA,NA
2016,HAVI-01,HAVI,127,149,NA,NA
2017,HAVI-01,HAVI,119,146,NA,NA
2018,HAVI-01,HAVI,126,148,NA,NA
2019,HAVI-01,HAVI,124,152,NA,NA
2020,HAVI-01,HAVI,136,158,NA,NA
2021,HAVI-01,HAVI,121,146,NA,NA
1990,HAVI-02,HAVI,124,155,NA,NA
1991,HAVI-02,HAVI,116,150,NA,NA
1992,HAVI-02,HAVI,134,157,NA,NA
1993,HAVI-02,HAVI,123,151,NA,NA
1994,HAVI-02,HAVI,127,146,NA,NA
1995,HAVI-02,HAVI,130,145,NA,NA
1996,HAVI-02,HAVI,125,147,NA,NA
1997,HAVI-02,HAVI,130,151,NA,NA
1998,HAVI-02,HAVI,111,134,NA,NA
1999,HAVI-02,HAVI,121,138,NA,NA
2000,HAVI-02,HAVI,124,142,NA,NA
2001,HAVI-02,HAVI,122,135,NA,NA
2002,HAVI-02,HAVI,108,146,NA,NA
2003,HAVI-02,HAVI,126,149,NA,NA
2004,HAVI-02,HAVI,120,139,NA,NA
2005,HAVI-02,HAVI,119,155,NA,NA
2006,HAVI-02,HAVI,120,146,NA,NA
2007,HAVI-02,HAVI,125,143,NA,NA
2008,HAVI-02,HAVI,119,147,NA,NA
2009,HAVI-02,HAVI,119,139,NA,NA
2010,HAVI-02,HAVI,106,134,NA,NA
2011,HAVI-02,HAVI,123,143,NA,NA
2012,HAVI-02,HAVI,110,138,NA,NA
2013,HAVI-02,HAVI,122,140,NA,NA
2014,HAVI-02,HAVI,131,150,NA,NA
2015,HAVI-02,HAVI,126,143,NA,NA
2016,HAVI-02,HAVI,126,150,NA,NA
2017,HAVI-02,HAVI,118,144,NA,NA
2018,HAVI-02,HAVI,126,146,NA,NA
2019,HAVI-02,HAVI,123,146,NA,NA
2020,HAVI-02,HAVI,135,152,NA,NA
2021,HAVI-02,HAVI,120,145,NA,NA
1990,HAVI-03,HAVI,123,155,NA,NA
1991,HAVI-03,HAVI,119,136,NA,NA
1992,HAVI-03,HAVI,131,162,172,172
1993,HAVI-03,HAVI,123,146,NA,NA
1994,HAVI-03,HAVI,122,146,NA,NA
1995,HAVI-03,HAVI,126,146,NA,NA
1996,HAVI-03,HAVI,125,149,NA,NA
1997,HAVI-03,HAVI,129,151,NA,NA
1998,HAVI-03,HAVI,112,143,NA,NA
1999,HAVI-03,HAVI,120,139,NA,NA
2000,HAVI-03,HAVI,127,145,NA,NA
2001,HAVI-03,HAVI,120,138,NA,NA
2002,HAVI-03,HAVI,109,151,NA,NA
2003,HAVI-03,HAVI,129,151,NA,NA
2004,HAVI-03,HAVI,120,138,NA,NA
2005,HAVI-03,HAVI,119,156,NA,NA
2006,HAVI-03,HAVI,121,149,NA,NA
2007,HAVI-03,HAVI,125,144,NA,NA
2008,HAVI-03,HAVI,117,147,NA,NA
2009,HAVI-03,HAVI,118,140,NA,NA
2010,HAVI-03,HAVI,107,135,NA,NA
2011,HAVI-03,HAVI,122,144,NA,NA
2012,HAVI-03,HAVI,111,141,NA,NA
2013,HAVI-03,HAVI,121,141,NA,NA
2014,HAVI-03,HAVI,130,152,NA,NA
2015,HAVI-03,HAVI,126,140,NA,NA
2016,HAVI-03,HAVI,127,149,NA,NA
2017,HAVI-03,HAVI,118,144,NA,NA
2018,HAVI-03,HAVI,126,145,NA,NA
2019,HAVI-03,HAVI,122,146,NA,NA
2020,HAVI-03,HAVI,134,152,NA,NA
2021,HAVI-03,HAVI,120,145,NA,NA
1990,ILVE-01,ILVE,131,155,186,187
1991,ILVE-01,ILVE,121,140,NA,NA
1992,ILVE-01,ILVE,138,165,193,193
1993,ILVE-01,ILVE,123,151,NA,NA
1994,ILVE-01,ILVE,135,156,NA,NA
1995,ILVE-01,ILVE,135,157,184,184
1996,ILVE-01,ILVE,133,157,NA,NA
1997,ILVE-01,ILVE,136,163,170,195
1998,ILVE-01,ILVE,124,147,178,179
1999,ILVE-01,ILVE,130,151,177,178
2000,ILVE-01,ILVE,130,157,NA,NA
2001,ILVE-01,ILVE,124,152,NA,NA
1990,ILVE-02,ILVE,127,155,176,180
1991,ILVE-02,ILVE,119,148,163,165
1992,ILVE-02,ILVE,134,154,182,182
1993,ILVE-02,ILVE,121,142,NA,NA
1994,ILVE-02,ILVE,122,146,NA,NA
1995,ILVE-02,ILVE,129,149,176,178
1996,ILVE-02,ILVE,120,147,176,177
1997,ILVE-02,ILVE,134,158,170,185
1998,ILVE-02,ILVE,116,139,172,173
1999,ILVE-02,ILVE,125,144,150,172
2000,ILVE-02,ILVE,128,145,NA,NA
2001,ILVE-02,ILVE,123,139,174,174
1991,ILVE-03,ILVE,119,136,168,171
1992,ILVE-03,ILVE,138,194,NA,NA
1995,ILVE-03,ILVE,130,145,NA,NA
1996,ILVE-03,ILVE,126,152,NA,NA
1997,ILVE-03,ILVE,135,164,NA,NA
1998,ILVE-03,ILVE,114,142,NA,NA
1999,ILVE-03,ILVE,126,150,NA,NA
2000,ILVE-03,ILVE,128,155,NA,NA
2001,ILVE-03,ILVE,124,150,NA,NA
1991,ILVE-04,ILVE,119,150,158,NA
1992,ILVE-04,ILVE,141,167,NA,NA
1993,ILVE-04,ILVE,123,156,172,175
1994,ILVE-04,ILVE,135,158,169,173
1995,ILVE-04,ILVE,131,161,NA,NA
1996,ILVE-04,ILVE,128,164,NA,NA
1997,ILVE-04,ILVE,137,172,NA,NA
1998,ILVE-04,ILVE,124,152,NA,NA
1999,ILVE-04,ILVE,126,155,NA,NA
2000,ILVE-04,ILVE,130,164,NA,NA
2001,ILVE-04,ILVE,129,167,NA,NA
1990,KAAN-01,KAAN,148,168,166,173
1991,KAAN-01,KAAN,135,150,153,160
1992,KAAN-01,KAAN,141,194,172,172
1993,KAAN-01,KAAN,142,161,167,171
1994,KAAN-01,KAAN,145,158,169,170
1995,KAAN-01,KAAN,149,164,167,173
1996,KAAN-01,KAAN,146,163,168,170
1997,KAAN-01,KAAN,151,171,NA,NA
1998,KAAN-01,KAAN,137,157,NA,NA
1999,KAAN-01,KAAN,136,158,NA,NA
2000,KAAN-01,KAAN,144,162,NA,NA
2001,KAAN-01,KAAN,140,167,NA,NA
1990,KAAN-02,KAAN,148,168,NA,NA
1991,KAAN-02,KAAN,142,164,150,150
1992,KAAN-02,KAAN,149,175,NA,NA
1993,KAAN-02,KAAN,147,161,NA,NA
1994,KAAN-02,KAAN,155,167,169,173
1995,KAAN-02,KAAN,145,167,172,180
1996,KAAN-02,KAAN,146,167,172,178
1997,KAAN-02,KAAN,151,171,NA,NA
1998,KAAN-02,KAAN,142,165,NA,NA
1999,KAAN-02,KAAN,140,161,164,169
2000,KAAN-02,KAAN,145,168,176,177
2001,KAAN-02,KAAN,150,169,NA,NA
1990,KAAN-03,KAAN,146,168,171,172
1991,KAAN-03,KAAN,139,154,158,165
1992,KAAN-03,KAAN,149,184,172,175
1993,KAAN-03,KAAN,138,161,NA,NA
1994,KAAN-03,KAAN,149,165,162,170
1995,KAAN-03,KAAN,145,167,NA,NA
1996,KAAN-03,KAAN,146,166,168,173
1997,KAAN-03,KAAN,151,172,178,182
1998,KAAN-03,KAAN,141,165,163,168
1999,KAAN-03,KAAN,146,164,NA,NA
2000,KAAN-03,KAAN,145,166,170,175
2001,KAAN-03,KAAN,148,170,NA,NA
1990,KALA-01,KALA,147,168,176,182
1991,KALA-01,KALA,135,164,158,161
1992,KALA-01,KALA,144,195,182,182
1993,KALA-01,KALA,139,156,167,173
1994,KALA-01,KALA,145,163,184,184
1995,KALA-01,KALA,143,164,167,178
1996,KALA-01,KALA,143,164,176,180
1997,KALA-01,KALA,151,172,178,185
1998,KALA-01,KALA,135,158,163,172
1999,KALA-01,KALA,136,159,164,177
2000,KALA-01,KALA,135,163,176,179
2001,KALA-01,KALA,137,170,NA,NA
1990,KALA-02,KALA,148,168,176,178
1991,KALA-02,KALA,145,164,158,163
1992,KALA-02,KALA,154,184,172,180
1993,KALA-02,KALA,139,164,NA,NA
1994,KALA-02,KALA,143,164,169,172
1995,KALA-02,KALA,143,173,172,178
1996,KALA-02,KALA,146,170,172,179
1997,KALA-02,KALA,151,172,178,179
1998,KALA-02,KALA,135,163,163,168
1999,KALA-02,KALA,137,159,164,173
2000,KALA-02,KALA,135,164,170,176
2001,KALA-02,KALA,142,169,NA,NA
1990,KALA-03,KALA,143,167,171,176
1991,KALA-03,KALA,135,154,153,157
1992,KALA-03,KALA,145,195,172,182
1993,KALA-03,KALA,135,161,167,176
1994,KALA-03,KALA,145,162,169,169
1995,KALA-03,KALA,140,162,167,174
1996,KALA-03,KALA,141,168,168,176
1997,KALA-03,KALA,146,168,170,180
1998,KALA-03,KALA,137,164,156,165
1999,KALA-03,KALA,137,159,158,164
2000,KALA-03,KALA,144,162,166,175
2001,KALA-03,KALA,134,166,NA,NA
1990,LYLI-01,LYLI,130,150,180,185
1991,LYLI-01,LYLI,129,150,168,169
1992,LYLI-01,LYLI,138,168,NA,NA
1993,LYLI-01,LYLI,119,151,NA,NA
1994,LYLI-01,LYLI,135,154,176,176
1995,LYLI-01,LYLI,132,151,NA,NA
1996,LYLI-01,LYLI,126,154,NA,NA
1997,LYLI-01,LYLI,138,156,186,188
1998,LYLI-01,LYLI,126,144,NA,NA
1999,LYLI-01,LYLI,133,151,NA,NA
2000,LYLI-01,LYLI,131,155,182,184
2001,LYLI-01,LYLI,124,148,NA,NA
1991,LYLI-02,LYLI,151,151,NA,NA
1992,LYLI-02,LYLI,138,168,193,193
1993,LYLI-02,LYLI,120,151,NA,NA
1994,LYLI-02,LYLI,135,153,176,183
1995,LYLI-02,LYLI,134,146,191,191
1996,LYLI-02,LYLI,119,151,190,NA
1997,LYLI-02,LYLI,139,155,186,195
1998,LYLI-02,LYLI,126,143,172,179
1999,LYLI-02,LYLI,130,149,150,181
2000,LYLI-02,LYLI,131,155,188,189
2001,LYLI-02,LYLI,124,145,NA,NA
1991,LYLI-03,LYLI,129,146,175,179
1992,LYLI-03,LYLI,140,191,NA,NA
1993,LYLI-03,LYLI,123,146,NA,NA
1994,LYLI-03,LYLI,133,151,184,188
1995,LYLI-03,LYLI,134,151,NA,NA
1996,LYLI-03,LYLI,120,148,NA,NA
1997,LYLI-03,LYLI,138,156,196,199
1998,LYLI-03,LYLI,126,142,156,NA
1999,LYLI-03,LYLI,130,149,NA,NA
2000,LYLI-03,LYLI,131,151,188,192
2001,LYLI-03,LYLI,124,147,NA,NA
1990,NEMU-01,NEMU,118,149,158,158
1991,NEMU-01,NEMU,115,140,NA,NA
1992,NEMU-01,NEMU,134,184,NA,NA
1993,NEMU-01,NEMU,118,156,NA,NA
1994,NEMU-01,NEMU,122,151,NA,NA
1995,NEMU-01,NEMU,126,150,NA,NA
1996,NEMU-01,NEMU,115,150,NA,NA
1997,NEMU-01,NEMU,133,157,NA,NA
1998,NEMU-01,NEMU,111,140,126,NA
1999,NEMU-01,NEMU,123,144,NA,NA
2000,NEMU-01,NEMU,127,147,134,134
2001,NEMU-01,NEMU,123,141,NA,NA
1991,NEMU-02,NEMU,116,150,146,146
1992,NEMU-02,NEMU,134,157,148,149
1993,NEMU-02,NEMU,117,151,NA,NA
1994,NEMU-02,NEMU,122,148,145,147
1995,NEMU-02,NEMU,126,147,139,146
1996,NEMU-02,NEMU,115,147,140,145
1997,NEMU-02,NEMU,132,156,150,152
1998,NEMU-02,NEMU,114,137,126,126
1999,NEMU-02,NEMU,125,142,138,138
2000,NEMU-02,NEMU,128,151,140,140
2001,NEMU-02,NEMU,123,141,124,134
1991,NEMU-03,NEMU,119,136,128,130
1992,NEMU-03,NEMU,127,162,141,141
1993,NEMU-03,NEMU,117,142,126,126
1994,NEMU-03,NEMU,121,147,134,141
1995,NEMU-03,NEMU,126,146,139,143
1996,NEMU-03,NEMU,115,147,132,138
1997,NEMU-03,NEMU,131,152,144,150
1998,NEMU-03,NEMU,112,138,126,127
1999,NEMU-03,NEMU,123,143,132,136
2000,NEMU-03,NEMU,125,147,130,132
2001,NEMU-03,NEMU,121,140,124,130
1990,NYSY-01,NYSY,138,161,NA,NA
1991,NYSY-01,NYSY,129,140,NA,NA
1992,NYSY-01,NYSY,141,179,NA,NA
1990,NYSY-02,NYSY,139,163,NA,NA
1991,NYSY-02,NYSY,129,140,NA,NA
1992,NYSY-02,NYSY,141,175,NA,NA
1993,NYSY-02,NYSY,130,161,NA,NA
1994,NYSY-02,NYSY,141,158,169,169
1995,NYSY-02,NYSY,140,161,NA,NA
1996,NYSY-02,NYSY,141,159,NA,NA
1997,NYSY-02,NYSY,149,165,NA,NA
1998,NYSY-02,NYSY,131,150,NA,NA
1999,NYSY-02,NYSY,133,152,164,164
2000,NYSY-02,NYSY,131,158,170,176
2001,NYSY-02,NYSY,145,169,NA,NA
1991,NYSY-03,NYSY,151,151,158,158
1992,NYSY-03,NYSY,141,166,NA,NA
1993,NYSY-03,NYSY,134,164,NA,NA
1994,NYSY-03,NYSY,145,166,169,169
1995,NYSY-03,NYSY,144,161,NA,NA
1996,NYSY-03,NYSY,146,166,168,172
1997,NYSY-03,NYSY,151,171,NA,NA
1998,NYSY-03,NYSY,137,159,156,157
1999,NYSY-03,NYSY,137,157,150,163
2000,NYSY-03,NYSY,136,168,170,176
2001,NYSY-03,NYSY,133,162,NA,NA
1993,NYSY-04,NYSY,128,156,NA,NA
1994,NYSY-04,NYSY,140,158,NA,NA
1995,NYSY-04,NYSY,140,157,NA,NA
1996,NYSY-04,NYSY,137,159,NA,NA
1997,NYSY-04,NYSY,146,165,NA,NA
1998,NYSY-04,NYSY,129,147,NA,NA
1999,NYSY-04,NYSY,132,152,NA,NA
2000,NYSY-04,NYSY,131,158,NA,NA
2001,NYSY-04,NYSY,124,152,NA,NA
1990,PIST-01,PIST,166,NA,NA,NA
1991,PIST-01,PIST,153,176,NA,NA
1992,PIST-01,PIST,165,NA,NA,NA
1993,PIST-01,PIST,151,173,NA,NA
1994,PIST-01,PIST,145,219,NA,NA
1995,PIST-01,PIST,161,NA,176,177
1996,PIST-01,PIST,162,NA,NA,NA
1997,PIST-01,PIST,165,198,NA,NA
1998,PIST-01,PIST,150,NA,NA,NA
1999,PIST-01,PIST,151,186,NA,NA
2000,PIST-01,PIST,156,NA,NA,NA
2001,PIST-01,PIST,159,NA,NA,NA
1990,PIST-02,PIST,161,NA,NA,NA
1991,PIST-02,PIST,153,182,NA,NA
1992,PIST-02,PIST,165,NA,NA,NA
1993,PIST-02,PIST,153,164,NA,NA
1994,PIST-02,PIST,149,219,NA,NA
1995,PIST-02,PIST,161,177,176,177
1996,PIST-02,PIST,162,NA,NA,NA
1997,PIST-02,PIST,164,198,NA,NA
1998,PIST-02,PIST,151,188,NA,NA
1999,PIST-02,PIST,151,182,NA,NA
2000,PIST-02,PIST,158,167,NA,NA
2001,PIST-02,PIST,156,NA,NA,NA
1990,PIST-03,PIST,161,NA,NA,NA
1991,PIST-03,PIST,153,183,NA,NA
1992,PIST-03,PIST,160,NA,NA,NA
1993,PIST-03,PIST,151,161,NA,NA
1994,PIST-03,PIST,149,219,NA,NA
1995,PIST-03,PIST,161,NA,184,184
1996,PIST-03,PIST,162,NA,NA,NA
1997,PIST-03,PIST,164,NA,NA,NA
1998,PIST-03,PIST,150,191,NA,NA
1999,PIST-03,PIST,151,186,NA,NA
2000,PIST-03,PIST,156,NA,NA,NA
2001,PIST-03,PIST,160,NA,NA,NA
1990,PIST-04,PIST,166,NA,NA,NA
1991,PIST-04,PIST,150,183,NA,NA
1992,PIST-04,PIST,165,NA,NA,NA
1993,PIST-04,PIST,156,161,NA,NA
1994,PIST-04,PIST,149,219,169,169
1995,PIST-04,PIST,161,168,167,167
1996,PIST-04,PIST,162,NA,NA,NA
1997,PIST-04,PIST,164,NA,NA,NA
1998,PIST-04,PIST,150,188,NA,NA
1999,PIST-04,PIST,151,186,158,NA
2000,PIST-04,PIST,156,NA,NA,NA
2001,PIST-04,PIST,159,174,NA,NA
1990,POTR-01,POTR,120,140,NA,NA
1991,POTR-01,POTR,104,129,94,94
1990,POTR-02,POTR,119,134,82,97
1991,POTR-02,POTR,111,127,84,101
1992,POTR-02,POTR,127,138,116,116
1993,POTR-02,POTR,117,131,108,109
1994,POTR-02,POTR,121,138,103,107
1995,POTR-02,POTR,126,140,90,103
1996,POTR-02,POTR,119,141,90,90
1997,POTR-02,POTR,124,141,102,118
1998,POTR-02,POTR,106,127,93,94
