datasetID,study,Entered By,genus,species,varetc,population,population detail,provenance lat,provenance long,population altitude m,continent,year,material,fieldchill,fieldsample date,chilltemp,chillphotoperiod,chilldays,forcetemp,forcetemp_night,photoperiod_day,photoperiod_night,respvar,response,response time,n,error type,resp_error,figure/table (if applicable),growing lat,growing long,field chill units,cu model,other treatment,irradiance,irradiance units,humidity,number.longdays,dormancy_induction_temp,dormancy_induction_days,dormancy_induction_photoperiod_day,dormancy_induction_photoperiod_night,freeze treatment time,freeze treatment photoperiod_day,freeze treatment photoperiod_night,freeze treatment temp_day,freeze treatment temp_night,response (pre-treatment),response (post-treatment
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,0.89,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,3.61,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,5.16,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,6.47,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,7.14,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,7.33,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,7.36,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,7.35,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,0.85,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,3.26,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,4.59,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,5.46,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,5.95,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,6.16,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,6.16,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,6.16,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,0.59,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,2.42,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,3.57,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,4.38,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,4.69,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,4.81,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,4.8,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,4.8,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,0.45,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,1.85,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,3.1,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,3.87,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,4.19,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,4.43,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,4.45,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,4.41,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,0.47,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,0.9,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,1.38,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,2,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,2.51,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,2.75,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,3,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,3.12,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0.14,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0.4,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0.59,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0.96,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,1.2,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,1.5,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,1.65,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,1.69,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,2.25,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,4.91,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,7.87,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,10.08,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,12.33,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,14.33,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,15.47,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,20,4,cumulative leaf increment,16.43,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,2.11,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,4.76,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,7.13,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,9.12,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,10.93,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,12.22,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,13.15,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,21,,10,14,cumulative leaf increment,14.14,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,1.48,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,3.21,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,4.84,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,5.98,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,7.05,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,8.16,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,8.64,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,20,4,cumulative leaf increment,9.05,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,0.92,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,2.92,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,4.1,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,4.87,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,5.69,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,6.43,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,6.65,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,15,,10,14,cumulative leaf increment,7.02,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,1,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,1.7,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,2.18,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,2.66,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,3.14,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,3.25,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,3.25,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,20,4,cumulative leaf increment,3.25,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0,0,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,0.74,7,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,1.44,14,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,1.77,21,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,2.11,28,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,2.51,35,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,2.7,42,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,2.7,49,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp2,TS,Sorbus ,intermedia,wilt type,"Akershus, Norway",,59.66667,10.66667,90,,,seedlings,,,,,,9,,10,14,cumulative leaf increment,2.7,56,,,,fig 3,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,0,0,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,2.13,7,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,5.61,14,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,8.62,21,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,10.51,28,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,11.6,35,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.14,42,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.16,49,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.2,56,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.2,63,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.2,70,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.2,77,,,,fig 4,,,,,,150-275,umol m_2 s_144
heide11,exp3,TS,Sorbus ,intermedia,second-year seedlings,"Akershus, Norway",,59.66667,10.66667,90,,,second-year seedlings,,,,,,21,,20,4,cumulative leaf no. increment,12.2,84,,,,fig 4,,,,,,150-275,umol m_2 s_144
