datasetID,study,genus,species,varetc,population,population detail,population latlong,population altitude m,material,forcetemp,dormancy_induction_temp,dormancy_induction_days,,photoperiod_day,photoperiod_night,fieldchill,chilltemp,chillphotoperiod,chilldays,number.longdays,irradiance,irradiance units,humidity,respvar,response (pre-treatment),response (post-treatment,response,response time,n,error type,resp_error,figure/table (if applicable)
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,5.51,21.08,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,9.28,28.53,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,13.25,34.99,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,17.03,42.27,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,20.05,49.13,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,21.99,56.06,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,1.89,1.72,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,2.73,7.4,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,3.77,14.5,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,6.4,21.08,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,11.57,28.41,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,17.18,35.28,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,21.99,42.15,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,25.61,48.96,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,27.85,56,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,2.18,1.54,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,2.38,7.46,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,2.53,14.39,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.38,21.19,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,4.77,28.6,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,6.55,35.22,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,8.98,42.03,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,11.86,49.08,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,14.15,56,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,2.09,1.13,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,2.53,6.63,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,2.53,14.74,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.43,20.84,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,5.21,28.36,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,8.59,35.16,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,12.16,42.09,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,15.29,49.08,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,17.52,56.06,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,1.74,1.01,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,1.94,6.51,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.04,13.97,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.33,20.84,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.53,28.48,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.58,35.16,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.63,42.03,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.73,48.96,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.78,55.71,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.04,0.77,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,1.89,7.76,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,1.99,15.09,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.13,21.37,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,3.13,28.41,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,3.72,35.04,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,3.72,42.03,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,3.87,49.01,,,,fig1
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,3.97,55.76,,,,fig1
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,numberofleaves,,,6.21,56,,SE,0.445,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,numberofleaves,,,5.83,56,,SE,0.445,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,numberofleaves,,,8.06,56,,SE,0.322,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,numberofleaves,,,10.19,56,,SE,0.421,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,numberofleaves,,,13.28,56,,SE,0.445,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,numberofleaves,,,13.38,56,,SE,0.568,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,21,,,,10,14,,,,,,,,,numberofleaves,,,17.5,56,,SE,0.915,fig2
heide05,,Malus,pumila Mill.,M9,,United Kingdom,,,cultivar,21,,,,24,0,,,,,,,,,numberofleaves,,,16.56,56,,SE,0.667,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,10,14,,,,,,,,,numberofleaves,,,7.57,56,,SE,0.297,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,9,,,,24,0,,,,,,,,,numberofleaves,,,7.96,56,,SE,0.396,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,10,14,,,,,,,,,numberofleaves,,,13.5,56,,SE,0.495,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,12,,,,24,0,,,,,,,,,numberofleaves,,,12.73,56,,SE,0.519,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,10,14,,,,,,,,,numberofleaves,,,16.93,56,,SE,0.693,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,15,,,,24,0,,,,,,,,,numberofleaves,,,17.92,56,,SE,0.767,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,21,,,,10,14,,,,,,,,,numberofleaves,,,19.95,56,,SE,0.543,fig2
heide05,,Malus,pumila Mill.,MM106,,United Kingdom,,,cultivar,21,,,,24,0,,,,,,,,,numberofleaves,,,19.9,56,,SE,0.766,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,numberofleaves,,,1.01,56,,SE,0.395,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,numberofleaves,,,0.87,56,,SE,0.519,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,numberofleaves,,,4.01,56,,SE,0.544,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,numberofleaves,,,5.41,56,,SE,0.569,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,numberofleaves,,,11.45,56,,SE,0.618,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,numberofleaves,,,10.43,56,,SE,0.815,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,numberofleaves,,,13.45,56,,SE,0.593,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,numberofleaves,,,12.91,56,,SE,0.939,fig2
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,2.35,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,4.12,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,7.66,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,10.55,21,,SE,1.732,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,13.24,28,,SE,1.694,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,15.71,35,,SE,0.731,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,18.13,42,,SE,1.694,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,20.25,49,,SE,1.732,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,22.79,56,,SE,1.694,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,2.35,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,4.12,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,7.66,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,10.55,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,13.24,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,10,14,,,,,,,,,elongation (cm),,,15.71,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,18.13,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,20.25,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,22.79,56,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,2.31,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,5.16,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,9.89,14,,SE,1.81,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,13.94,21,,SE,1.693,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,17.32,28,,SE,1.694,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,20.79,35,,SE,0.885,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,23.95,42,,SE,1.732,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,26.68,49,,SE,2.04,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,29.18,56,,SE,2.195,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,2.31,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,5.16,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,9.89,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,13.94,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,17.32,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,21,,,,24,0,,,,,,,,,elongation (cm),,,20.79,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,21.83,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,22.02,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,21.87,56,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,2.35,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,3.08,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,3.66,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,4.27,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,4.89,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,5.7,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,6.16,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,6.31,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,10,14,,,,,,,,,elongation (cm),,,6.28,56,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,2.39,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,3.35,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,4.35,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,5.78,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,7.55,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,8.89,35,,SE,1.463,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,10.09,42,,SE,1.502,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,11.09,49,,SE,1.578,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,15,,,,24,0,,,,,,,,,elongation (cm),,,11.2,56,,SE,1.617,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,2.35,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,2.85,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.16,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.35,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.93,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.89,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.93,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.93,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,10,14,,,,,,,,,elongation (cm),,,3.81,56,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,2.43,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.16,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.12,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.62,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.58,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.7,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.77,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,12,,,,24,0,,,,,,,,,elongation (cm),,,3.93,56,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.08,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.16,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.19,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.08,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.31,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.27,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.23,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.27,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,10,14,,,,,,,,,elongation (cm),,,2.16,56,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.08,0,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.23,7,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.23,14,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.19,21,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.35,28,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.31,35,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.23,42,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.35,49,,,,fig3
heide05,,Pyrus,communis L.,Brokmal,,USA,,,cultivar,9,,,,24,0,,,,,,,,,elongation (cm),,,2.12,56,,,,fig3
caffarra11.1,exp1,Betula,pubescens,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,250,_mol m_2 s_1,,daystobudburst,,,1,1.77,,SE,0.344,fig 4
caffarra11.1,exp1,Salix,smithiana,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,250,_mol m_2 s_1,,daystobudburst,,,1,3.75,,SE,0.431,fig 4
caffarra11.1,exp1,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,250,_mol m_2 s_1,,daystobudburst,,,1,3.99,,SE,0.344,fig 4
caffarra11.1,exp1,Tilia,cordata,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,250,_mol m_2 s_1,,daystobudburst,,,1,7.78,,SE,0.344,fig 4
caffarra11.1,exp1,Betula,pubescens,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,75,_mol m_2 s_1,,daystobudburst,,,1,2.6,,SE,,fig 4
caffarra11.1,exp1,Salix,smithiana,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,75,_mol m_2 s_1,,daystobudburst,,,1,4.8,,SE,,fig 4
caffarra11.1,exp1,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,75,_mol m_2 s_1,,daystobudburst,,,1,4.03,,SE,0.344,fig 4
caffarra11.1,exp1,Tilia,cordata,,,"Wexford, Ireland",,,cuttings,22,,,,16,8,,,,,,75,_mol m_2 s_1,,daystobudburst,,,1,10.62,,SE,0.344,fig 4
caffarra11.1,exp2,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,6,,,,16,8,,3,0,16,,170, _mol m_ 2 s_ 1 ,,daystobudburst,,,1,28.99,,SE,5.032,fig 3
caffarra11.1,exp2,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,12,,,,16,8,,3,0,16,,170, _mol m_ 2 s_ 1 ,,daystobudburst,,,1,22.13,,SE,0.178,fig 3
caffarra11.1,exp2,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,18,,,,16,8,,3,0,16,,170, _mol m_ 2 s_ 1 ,,daystobudburst,,,1,17.68,,SE,1.291,fig 3
caffarra11.1,exp2,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,24,,,,16,8,,3,0,16,,170, _mol m_ 2 s_ 1 ,,daystobudburst,,,1,13.45,,SE,0.98,fig 3
caffarra11.1,exp2,Fagus,sylvatica,,,"Wexford, Ireland",,,cuttings,32,,,,16,8,,3,0,16,,170, _mol m_ 2 s_ 1 ,,daystobudburst,,,1,11.93,,SE,0.267,fig 3
caffarra11.1,exp2,Tilia,cordata,,,"Wexford, Ireland",,,cuttings,6,,,,16,8,,3,0,16,,170, _mol m_ 2 s_ 1 ,,daystobudburst,,,1,12.16,,SE,1.335,fig 3
