"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum"
"68","Acer_pensylvanicum","flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",49.33333333,1685,"4","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,5.38541666666667,49.33333333,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-1.21196501176093,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","nocrop",132
"69","Acer_pensylvanicum","flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",20.33333333,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,20.33333333,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.329338184901013,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","nocrop",132
"70","Acer_pensylvanicum","flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",42.8,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,42.8,"exp","exp","bothest",1685,83.4163436760843,"Acer_pensylvanicum",7,-0.329338184901013,-1.00803446073276,0.132747519659819,"Acer_pensylvanicum","nocrop",132
"71","Acer_platanoides","zohner16","exp1","Acer","platanoides","","yes","18","14","8","timeonly",50.5625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,50.5625,"exp","exp","fldest",989,61.1148070881309,"Acer_platanoides",8,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Acer_platanoides","nocrop",133
"72","Acer_platanoides","zohner16","exp1","Acer","platanoides","","yes","18","14","8","timeonly",35.375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,35.375,"exp","exp","fldest",1831,95.3468886724268,"Acer_platanoides",8,0.0237125458429542,-1.00803446073276,0.604387387090495,"Acer_platanoides","nocrop",133
"73","Acer_platanoides","zohner16","exp1","Acer","platanoides","","yes","18","14","8","timeonly",30.64325,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,30.64325,"exp","exp","fldest",2380,123.490985386386,"Acer_platanoides",8,0.0237125458429542,-1.00803446073276,1.36099008351425,"Acer_platanoides","nocrop",133
"74","Acer_platanoides","zohner16","exp1","Acer","platanoides","","yes","18","14","16","timeonly",50.5625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,50.5625,"exp","exp","fldest",989,61.1148070881309,"Acer_platanoides",8,0.259079699672266,0.522249097258486,-0.164088760541305,"Acer_platanoides","nocrop",133
"75","Acer_platanoides","zohner16","exp1","Acer","platanoides","","yes","18","14","16","timeonly",32.9375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,32.9375,"exp","exp","fldest",1831,95.3468886724268,"Acer_platanoides",8,0.259079699672266,0.522249097258486,0.604387387090495,"Acer_platanoides","nocrop",133
"76","Acer_platanoides","zohner16","exp1","Acer","platanoides","","yes","18","14","16","timeonly",30.1875,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,30.1875,"exp","exp","fldest",2380,123.490985386386,"Acer_platanoides",8,0.259079699672266,0.522249097258486,1.36099008351425,"Acer_platanoides","nocrop",133
"5","Acer_campestre","zohner16","exp1","Acer","campestre","","yes","18","14","8","timeonly",47.0625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,47.0625,"exp","exp","fldest",989,61.1148070881309,"Acer_campestre",4,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Acer_campestre","nocrop",134
"6","Acer_campestre","zohner16","exp1","Acer","campestre","","yes","18","14","8","timeonly",27.125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,27.125,"exp","exp","fldest",1831,95.3468886724268,"Acer_campestre",4,0.0237125458429542,-1.00803446073276,0.604387387090495,"Acer_campestre","nocrop",134
"7","Acer_campestre","zohner16","exp1","Acer","campestre","","yes","18","14","8","timeonly",23.9375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,23.9375,"exp","exp","fldest",2380,123.490985386386,"Acer_campestre",4,0.0237125458429542,-1.00803446073276,1.36099008351425,"Acer_campestre","nocrop",134
"8","Acer_campestre","zohner16","exp1","Acer","campestre","","yes","18","14","16","timeonly",47.3125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,47.3125,"exp","exp","fldest",989,61.1148070881309,"Acer_campestre",4,0.259079699672266,0.522249097258486,-0.164088760541305,"Acer_campestre","nocrop",134
"9","Acer_campestre","zohner16","exp1","Acer","campestre","","yes","18","14","16","timeonly",29.75,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,29.75,"exp","exp","fldest",1831,95.3468886724268,"Acer_campestre",4,0.259079699672266,0.522249097258486,0.604387387090495,"Acer_campestre","nocrop",134
"10","Acer_campestre","zohner16","exp1","Acer","campestre","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Acer_campestre",4,0.259079699672266,0.522249097258486,1.36099008351425,"Acer_campestre","nocrop",134
"205","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","8","timeonly",22,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,22,"ramped","exp","fldest",2239,103.547699511753,"Acer_tataricum",13,-1.44733216559024,-1.00803446073276,0.804257149092585,"Acer_tataricum","nocrop",135
"206","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","12","timeonly",22,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,22,"ramped","exp","fldest",2239,103.547699511753,"Acer_tataricum",13,-1.44733216559024,-0.242892681737139,0.804257149092585,"Acer_tataricum","nocrop",135
"207","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","16","timeonly",21,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,21,"ramped","exp","fldest",2239,103.547699511753,"Acer_tataricum",13,-1.44733216559024,0.522249097258486,0.804257149092585,"Acer_tataricum","nocrop",135
"208","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","8","timeonly",30,1003,"","33","14-Dec-2011",48.403008,11.711811,7,8,3.61875,30,"ramped","exp","fldest",1003,51.6913728053825,"Acer_tataricum",13,-1.44733216559024,-1.00803446073276,-0.426623959474744,"Acer_tataricum","nocrop",135
"209","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","12","timeonly",28,1003,"","33","14-Dec-2011",48.403008,11.711811,7,12,3.61875,28,"ramped","exp","fldest",1003,51.6913728053825,"Acer_tataricum",13,-1.44733216559024,-0.242892681737139,-0.426623959474744,"Acer_tataricum","nocrop",135
"210","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","16","timeonly",26,1003,"","33","14-Dec-2011",48.403008,11.711811,7,16,3.61875,26,"ramped","exp","fldest",1003,51.6913728053825,"Acer_tataricum",13,-1.44733216559024,0.522249097258486,-0.426623959474744,"Acer_tataricum","nocrop",135
"211","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","8","timeonly",20,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,20,"ramped","exp","fldest",1780,79.879632404017,"Acer_tataricum",13,-1.44733216559024,-1.00803446073276,0.273250025621685,"Acer_tataricum","nocrop",135
"212","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","12","timeonly",20,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,20,"ramped","exp","fldest",1780,79.879632404017,"Acer_tataricum",13,-1.44733216559024,-0.242892681737139,0.273250025621685,"Acer_tataricum","nocrop",135
"213","Acer_tataricum","laube14a","exp1","Acer","tataricum","","yes","7","","16","timeonly",20,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,20,"ramped","exp","fldest",1780,79.879632404017,"Acer_tataricum",13,-1.44733216559024,0.522249097258486,0.273250025621685,"Acer_tataricum","nocrop",135
"11","Acer_ginnala","zohner16","exp1","Acer","ginnala","","yes","18","14","8","timeonly",25.25,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,25.25,"exp","exp","fldest",989,61.1148070881309,"Acer_ginnala",5,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Acer_ginnala","nocrop",136
"12","Acer_ginnala","zohner16","exp1","Acer","ginnala","","yes","18","14","8","timeonly",26.8125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,26.8125,"exp","exp","fldest",1831,95.3468886724268,"Acer_ginnala",5,0.0237125458429542,-1.00803446073276,0.604387387090495,"Acer_ginnala","nocrop",136
"13","Acer_ginnala","zohner16","exp1","Acer","ginnala","","yes","18","14","16","timeonly",23,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,23,"exp","exp","fldest",989,61.1148070881309,"Acer_ginnala",5,0.259079699672266,0.522249097258486,-0.164088760541305,"Acer_ginnala","nocrop",136
"14","Acer_ginnala","zohner16","exp1","Acer","ginnala","","yes","18","14","16","timeonly",24.5625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,24.5625,"exp","exp","fldest",1831,95.3468886724268,"Acer_ginnala",5,0.259079699672266,0.522249097258486,0.604387387090495,"Acer_ginnala","nocrop",136
"335","Amelanchier_laevis","zohner16","exp1","Amelanchier","laevis","","yes","18","14","8","timeonly",34.5484375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,34.5484375,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_laevis",23,0.0237125458429542,-1.00803446073276,0.604387387090495,"Amelanchier_laevis","nocrop",137
"336","Amelanchier_laevis","zohner16","exp1","Amelanchier","laevis","","yes","18","14","16","timeonly",31.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,31.8125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_laevis",23,0.259079699672266,0.522249097258486,0.604387387090495,"Amelanchier_laevis","nocrop",137
"329","Amelanchier_florida","zohner16","exp1","Amelanchier","florida","","yes","18","14","8","timeonly",36.5,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,36.5,"exp","exp","fldest",989,61.1148070881309,"Amelanchier_florida",22,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Amelanchier_florida","nocrop",137
"330","Amelanchier_florida","zohner16","exp1","Amelanchier","florida","","yes","18","14","8","timeonly",27.125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,27.125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_florida",22,0.0237125458429542,-1.00803446073276,0.604387387090495,"Amelanchier_florida","nocrop",137
"331","Amelanchier_florida","zohner16","exp1","Amelanchier","florida","","yes","18","14","8","timeonly",23.9375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,23.9375,"exp","exp","fldest",2380,123.490985386386,"Amelanchier_florida",22,0.0237125458429542,-1.00803446073276,1.36099008351425,"Amelanchier_florida","nocrop",137
"332","Amelanchier_florida","zohner16","exp1","Amelanchier","florida","","yes","18","14","16","timeonly",36.625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,36.625,"exp","exp","fldest",989,61.1148070881309,"Amelanchier_florida",22,0.259079699672266,0.522249097258486,-0.164088760541305,"Amelanchier_florida","nocrop",137
"333","Amelanchier_florida","zohner16","exp1","Amelanchier","florida","","yes","18","14","16","timeonly",27.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,27.8125,"exp","exp","fldest",1831,95.3468886724268,"Amelanchier_florida",22,0.259079699672266,0.522249097258486,0.604387387090495,"Amelanchier_florida","nocrop",137
"334","Amelanchier_florida","zohner16","exp1","Amelanchier","florida","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Amelanchier_florida",22,0.259079699672266,0.522249097258486,1.36099008351425,"Amelanchier_florida","nocrop",137
"1067","Buddleja_davidii","zohner16","exp1","Buddleja","davidii","","yes","18","14","8","timeonly",8.5298125,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,8.5298125,"exp","exp","fldest",989,61.1148070881309,"Buddleja_davidii",36,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Buddleja_davidii","nocrop",138
"1068","Buddleja_davidii","zohner16","exp1","Buddleja","davidii","","yes","18","14","8","timeonly",15.05325,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,15.05325,"exp","exp","fldest",1831,95.3468886724268,"Buddleja_davidii",36,0.0237125458429542,-1.00803446073276,0.604387387090495,"Buddleja_davidii","nocrop",138
"1069","Buddleja_davidii","zohner16","exp1","Buddleja","davidii","","yes","18","14","16","timeonly",9.365625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,9.365625,"exp","exp","fldest",989,61.1148070881309,"Buddleja_davidii",36,0.259079699672266,0.522249097258486,-0.164088760541305,"Buddleja_davidii","nocrop",138
"1070","Buddleja_davidii","zohner16","exp1","Buddleja","davidii","","yes","18","14","16","timeonly",16.9870625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,16.9870625,"exp","exp","fldest",1831,95.3468886724268,"Buddleja_davidii",36,0.259079699672266,0.522249097258486,0.604387387090495,"Buddleja_davidii","nocrop",138
"1063","Buddleja_alternifolia","zohner16","exp1","Buddleja","alternifolia","","yes","18","14","8","timeonly",9.6213125,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,9.6213125,"exp","exp","fldest",989,61.1148070881309,"Buddleja_alternifolia",35,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Buddleja_alternifolia","nocrop",139
"1064","Buddleja_alternifolia","zohner16","exp1","Buddleja","alternifolia","","yes","18","14","8","timeonly",18.7094375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,18.7094375,"exp","exp","fldest",1831,95.3468886724268,"Buddleja_alternifolia",35,0.0237125458429542,-1.00803446073276,0.604387387090495,"Buddleja_alternifolia","nocrop",139
"1065","Buddleja_alternifolia","zohner16","exp1","Buddleja","alternifolia","","yes","18","14","16","timeonly",9.375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,9.375,"exp","exp","fldest",989,61.1148070881309,"Buddleja_alternifolia",35,0.259079699672266,0.522249097258486,-0.164088760541305,"Buddleja_alternifolia","nocrop",139
"1066","Buddleja_alternifolia","zohner16","exp1","Buddleja","alternifolia","","yes","18","14","16","timeonly",18.6875,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,18.6875,"exp","exp","fldest",1831,95.3468886724268,"Buddleja_alternifolia",35,0.259079699672266,0.522249097258486,0.604387387090495,"Buddleja_alternifolia","nocrop",139
"1059","Buddleja_albiflora","zohner16","exp1","Buddleja","albiflora","","yes","18","14","8","timeonly",8.5298125,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,8.5298125,"exp","exp","fldest",989,61.1148070881309,"Buddleja_albiflora",34,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Buddleja_albiflora","nocrop",140
"1060","Buddleja_albiflora","zohner16","exp1","Buddleja","albiflora","","yes","18","14","8","timeonly",14.148375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,14.148375,"exp","exp","fldest",1831,95.3468886724268,"Buddleja_albiflora",34,0.0237125458429542,-1.00803446073276,0.604387387090495,"Buddleja_albiflora","nocrop",140
"1061","Buddleja_albiflora","zohner16","exp1","Buddleja","albiflora","","yes","18","14","16","timeonly",9.375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,9.375,"exp","exp","fldest",989,61.1148070881309,"Buddleja_albiflora",34,0.259079699672266,0.522249097258486,-0.164088760541305,"Buddleja_albiflora","nocrop",140
"1062","Buddleja_albiflora","zohner16","exp1","Buddleja","albiflora","","yes","18","14","16","timeonly",14.0625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,14.0625,"exp","exp","fldest",1831,95.3468886724268,"Buddleja_albiflora",34,0.259079699672266,0.522249097258486,0.604387387090495,"Buddleja_albiflora","nocrop",140
"1127","Celtis_laevigata","zohner16","exp1","Celtis","laevigata","","yes","18","14","8","timeonly",76.625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,76.625,"exp","exp","fldest",989,61.1148070881309,"Celtis_laevigata",47,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Celtis_laevigata","nocrop",141
"1128","Celtis_laevigata","zohner16","exp1","Celtis","laevigata","","yes","18","14","8","timeonly",45.3125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,45.3125,"exp","exp","fldest",1831,95.3468886724268,"Celtis_laevigata",47,0.0237125458429542,-1.00803446073276,0.604387387090495,"Celtis_laevigata","nocrop",141
"1129","Celtis_laevigata","zohner16","exp1","Celtis","laevigata","","yes","18","14","8","timeonly",33.1875,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,33.1875,"exp","exp","fldest",2380,123.490985386386,"Celtis_laevigata",47,0.0237125458429542,-1.00803446073276,1.36099008351425,"Celtis_laevigata","nocrop",141
"1130","Celtis_laevigata","zohner16","exp1","Celtis","laevigata","","yes","18","14","16","timeonly",56.125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,56.125,"exp","exp","fldest",989,61.1148070881309,"Celtis_laevigata",47,0.259079699672266,0.522249097258486,-0.164088760541305,"Celtis_laevigata","nocrop",141
"1131","Celtis_laevigata","zohner16","exp1","Celtis","laevigata","","yes","18","14","16","timeonly",48.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,48.8125,"exp","exp","fldest",1831,95.3468886724268,"Celtis_laevigata",47,0.259079699672266,0.522249097258486,0.604387387090495,"Celtis_laevigata","nocrop",141
"1132","Celtis_laevigata","zohner16","exp1","Celtis","laevigata","","yes","18","14","16","timeonly",31.8125,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,31.8125,"exp","exp","fldest",2380,123.490985386386,"Celtis_laevigata",47,0.259079699672266,0.522249097258486,1.36099008351425,"Celtis_laevigata","nocrop",141
"1133","Celtis_occidentalis","zohner16","exp1","Celtis","occidentalis","","yes","18","14","8","timeonly",56.9773125,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,56.9773125,"exp","exp","fldest",989,61.1148070881309,"Celtis_occidentalis",48,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Celtis_occidentalis","nocrop",142
"1134","Celtis_occidentalis","zohner16","exp1","Celtis","occidentalis","","yes","18","14","8","timeonly",54.079875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,54.079875,"exp","exp","fldest",1831,95.3468886724268,"Celtis_occidentalis",48,0.0237125458429542,-1.00803446073276,0.604387387090495,"Celtis_occidentalis","nocrop",142
"1135","Celtis_occidentalis","zohner16","exp1","Celtis","occidentalis","","yes","18","14","16","timeonly",48.6875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,48.6875,"exp","exp","fldest",989,61.1148070881309,"Celtis_occidentalis",48,0.259079699672266,0.522249097258486,-0.164088760541305,"Celtis_occidentalis","nocrop",142
"1136","Celtis_occidentalis","zohner16","exp1","Celtis","occidentalis","","yes","18","14","16","timeonly",57.625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,57.625,"exp","exp","fldest",1831,95.3468886724268,"Celtis_occidentalis",48,0.259079699672266,0.522249097258486,0.604387387090495,"Celtis_occidentalis","nocrop",142
"1121","Celtis_caucasica","zohner16","exp1","Celtis","caucasica","","yes","18","14","8","timeonly",51.5625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,51.5625,"exp","exp","fldest",989,61.1148070881309,"Celtis_caucasica",46,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Celtis_caucasica","nocrop",143
"1122","Celtis_caucasica","zohner16","exp1","Celtis","caucasica","","yes","18","14","8","timeonly",32.0625,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,32.0625,"exp","exp","fldest",1831,95.3468886724268,"Celtis_caucasica",46,0.0237125458429542,-1.00803446073276,0.604387387090495,"Celtis_caucasica","nocrop",143
"1123","Celtis_caucasica","zohner16","exp1","Celtis","caucasica","","yes","18","14","8","timeonly",30.3125,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,30.3125,"exp","exp","fldest",2380,123.490985386386,"Celtis_caucasica",46,0.0237125458429542,-1.00803446073276,1.36099008351425,"Celtis_caucasica","nocrop",143
"1124","Celtis_caucasica","zohner16","exp1","Celtis","caucasica","","yes","18","14","16","timeonly",51.25,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,51.25,"exp","exp","fldest",989,61.1148070881309,"Celtis_caucasica",46,0.259079699672266,0.522249097258486,-0.164088760541305,"Celtis_caucasica","nocrop",143
"1125","Celtis_caucasica","zohner16","exp1","Celtis","caucasica","","yes","18","14","16","timeonly",30.75,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,30.75,"exp","exp","fldest",1831,95.3468886724268,"Celtis_caucasica",46,0.259079699672266,0.522249097258486,0.604387387090495,"Celtis_caucasica","nocrop",143
"1126","Celtis_caucasica","zohner16","exp1","Celtis","caucasica","","yes","18","14","16","timeonly",27.6875,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,27.6875,"exp","exp","fldest",2380,123.490985386386,"Celtis_caucasica",46,0.259079699672266,0.522249097258486,1.36099008351425,"Celtis_caucasica","nocrop",143
"1165","Cladrastis_lutea","zohner16","exp1","Cladrastis","lutea","","yes","18","14","8","timeonly",77.7275625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,77.7275625,"exp","exp","fldest",989,61.1148070881309,"Cladrastis_lutea",54,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Cladrastis_lutea","nocrop",144
"1166","Cladrastis_lutea","zohner16","exp1","Cladrastis","lutea","","yes","18","14","8","timeonly",60.1296875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,60.1296875,"exp","exp","fldest",1831,95.3468886724268,"Cladrastis_lutea",54,0.0237125458429542,-1.00803446073276,0.604387387090495,"Cladrastis_lutea","nocrop",144
"1167","Cladrastis_lutea","zohner16","exp1","Cladrastis","lutea","","yes","18","14","8","timeonly",36.24125,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,36.24125,"exp","exp","fldest",2380,123.490985386386,"Cladrastis_lutea",54,0.0237125458429542,-1.00803446073276,1.36099008351425,"Cladrastis_lutea","nocrop",144
"1168","Cladrastis_lutea","zohner16","exp1","Cladrastis","lutea","","yes","18","14","16","timeonly",58.8125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,58.8125,"exp","exp","fldest",989,61.1148070881309,"Cladrastis_lutea",54,0.259079699672266,0.522249097258486,-0.164088760541305,"Cladrastis_lutea","nocrop",144
"1169","Cladrastis_lutea","zohner16","exp1","Cladrastis","lutea","","yes","18","14","16","timeonly",42.6875,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,42.6875,"exp","exp","fldest",1831,95.3468886724268,"Cladrastis_lutea",54,0.259079699672266,0.522249097258486,0.604387387090495,"Cladrastis_lutea","nocrop",144
"1170","Cladrastis_lutea","zohner16","exp1","Cladrastis","lutea","","yes","18","14","16","timeonly",36.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,36.5625,"exp","exp","fldest",2380,123.490985386386,"Cladrastis_lutea",54,0.259079699672266,0.522249097258486,1.36099008351425,"Cladrastis_lutea","nocrop",144
"1238","Elaeagnus_ebbingei","zohner16","exp1","Elaeagnus","ebbingei","","yes","18","14","8","timeonly",8,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,8,"exp","exp","fldest",989,61.1148070881309,"Elaeagnus_ebbingei",67,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Elaeagnus_ebbingei","nocrop",145
"1239","Elaeagnus_ebbingei","zohner16","exp1","Elaeagnus","ebbingei","","yes","18","14","8","timeonly",9.8125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,9.8125,"exp","exp","fldest",1831,95.3468886724268,"Elaeagnus_ebbingei",67,0.0237125458429542,-1.00803446073276,0.604387387090495,"Elaeagnus_ebbingei","nocrop",145
"1240","Elaeagnus_ebbingei","zohner16","exp1","Elaeagnus","ebbingei","","yes","18","14","16","timeonly",8.8125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,8.8125,"exp","exp","fldest",989,61.1148070881309,"Elaeagnus_ebbingei",67,0.259079699672266,0.522249097258486,-0.164088760541305,"Elaeagnus_ebbingei","nocrop",145
"1241","Elaeagnus_ebbingei","zohner16","exp1","Elaeagnus","ebbingei","","yes","18","14","16","timeonly",9.125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,9.125,"exp","exp","fldest",1831,95.3468886724268,"Elaeagnus_ebbingei",67,0.259079699672266,0.522249097258486,0.604387387090495,"Elaeagnus_ebbingei","nocrop",145
"1268","Fagus_crenata","zohner16","exp1","Fagus","crenata","","yes","18","14","8","timeonly",50.6875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,50.6875,"exp","exp","fldest",989,61.1148070881309,"Fagus_crenata",73,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Fagus_crenata","nocrop",146
"1269","Fagus_crenata","zohner16","exp1","Fagus","crenata","","yes","18","14","8","timeonly",42.6875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,42.6875,"exp","exp","fldest",1831,95.3468886724268,"Fagus_crenata",73,0.0237125458429542,-1.00803446073276,0.604387387090495,"Fagus_crenata","nocrop",146
"1270","Fagus_crenata","zohner16","exp1","Fagus","crenata","","yes","18","14","8","timeonly",27.5625,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,27.5625,"exp","exp","fldest",2380,123.490985386386,"Fagus_crenata",73,0.0237125458429542,-1.00803446073276,1.36099008351425,"Fagus_crenata","nocrop",146
"1271","Fagus_crenata","zohner16","exp1","Fagus","crenata","","yes","18","14","16","timeonly",41.4375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,41.4375,"exp","exp","fldest",989,61.1148070881309,"Fagus_crenata",73,0.259079699672266,0.522249097258486,-0.164088760541305,"Fagus_crenata","nocrop",146
